,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
169,bereznik,63,RU,1666412801,94,62.8551,42.7072,28.26,4.32
170,madimba,97,TZ,1666412801,75,-10.4,40.3333,75.09,8.81
171,balotra,0,IN,1666412802,19,25.8333,72.2333,86.7,4.72
172,kapuskasing,75,CA,1666412802,93,49.4169,-82.4331,41.0,5.75
173,sao filipe,23,CV,1666412802,78,14.8961,-24.4956,78.1,3.94
174,samarai,82,PG,1666412803,75,-10.6167,150.6667,83.12,2.19
175,kaitangata,51,NZ,1666412803,56,-46.2817,169.8464,54.1,6.26
176,abu dhabi,0,AE,1666412736,69,24.4667,54.3667,84.22,0.0
177,ewo,100,CG,1666412803,92,-0.8725,14.8206,70.84,1.61
178,guerrero negro,48,MX,1666412804,76,27.9769,-114.0611,70.66,10.29
179,san fernando,73,PH,1666412804,62,15.0286,120.6898,89.56,2.68
180,kokstad,100,ZA,1666412804,95,-30.5472,29.4241,58.19,1.9
181,puerto escondido,51,MX,1666412805,85,15.85,-97.0667,78.1,4.47
182,upernavik,100,GL,1666412805,95,72.7868,-56.1549,31.35,6.13
183,fort nelson,100,CA,1666412805,93,58.8053,-122.7002,36.99,10.36
184,abu samrah,0,SY,1666412806,71,35.3029,37.1841,61.81,3.87
185,port alfred,100,ZA,1666412806,98,-33.5906,26.891,61.18,8.43
186,itarema,49,BR,1666412806,80,-2.9248,-39.9167,78.22,15.79
187,ehingen,100,DE,1666412807,95,48.2826,9.7275,53.56,7.25
188,taganak,100,PH,1666412807,75,6.0833,118.3,87.94,2.71
189,ponta do sol,28,PT,1666412807,79,32.6667,-17.1,67.71,9.35
190,rauma,31,FI,1666412808,91,61.1272,21.5113,39.24,6.82
191,camacha,20,PT,1666412808,77,33.0833,-16.3333,65.62,11.5
192,norman wells,100,CA,1666412809,93,65.282,-126.8329,23.04,3.44
193,ormond beach,20,US,1666412809,72,29.2858,-81.0559,62.01,6.91
194,cosala,10,MX,1666412809,90,24.4125,-106.6908,71.15,1.68
195,henties bay,90,NA,1666412810,90,-22.116,14.2845,57.34,6.44
196,ahipara,71,NZ,1666412810,59,-35.1667,173.1667,63.01,8.21
197,jasper,0,US,1666412810,37,37.2001,-94.3502,73.0,14.97
198,gaoua,4,BF,1666412811,68,10.2992,-3.2508,72.73,4.63
199,puri,6,IN,1666412811,59,19.8,85.85,82.92,14.81
200,hithadhoo,52,MV,1666412811,75,-0.6,73.0833,81.23,7.02
201,port macquarie,100,AU,1666412812,75,-31.4333,152.9167,69.89,15.97
202,port blair,75,IN,1666412812,83,11.6667,92.75,82.44,8.05
203,torbay,100,CA,1666412812,90,47.6666,-52.7314,51.58,8.05
204,port lincoln,69,AU,1666412806,61,-34.7333,135.8667,65.79,9.1
205,bilma,0,NE,1666412813,35,18.6853,12.9164,68.9,10.18
206,bontang,86,ID,1666412813,69,0.1333,117.5,84.81,5.84
207,piacabucu,1,BR,1666412814,85,-10.4056,-36.4344,73.81,6.26
208,poncitlan,100,MX,1666412814,74,20.3667,-102.9167,67.91,4.23
209,hasaki,100,JP,1666412814,63,35.7333,140.8333,72.28,20.02
210,sao luis,79,BR,1666412640,80,-2.5297,-44.3028,79.0,13.29
211,alta floresta,99,BR,1666412815,99,-9.8756,-56.0861,70.63,5.57
212,cabo san lucas,54,MX,1666412815,80,22.8909,-109.9124,80.62,8.99
213,asau,100,RO,1666412815,44,46.4333,26.4,38.32,5.53
214,masingbi,70,SL,1666412816,99,8.7833,-11.95,71.04,1.63
215,katsuura,97,JP,1666412816,64,35.1333,140.3,71.62,20.42
216,tiksi,97,RU,1666412817,93,71.6872,128.8694,16.41,5.39
217,sao jose dos campos,36,BR,1666412587,84,-23.1794,-45.8869,66.88,2.84
218,bom jesus dos perdoes,71,BR,1666412817,86,-23.135,-46.4653,66.97,7.43
219,jaru,100,BR,1666412817,99,-10.4389,-62.4664,72.72,3.71
220,shenjiamen,9,CN,1666412818,78,29.9576,122.298,72.27,12.64
221,ola,69,RU,1666412818,53,59.5833,151.2833,23.85,10.04
222,kaeo,54,NZ,1666412818,69,-35.1,173.7833,64.33,10.09
223,vao,68,NC,1666412819,64,-22.6667,167.4833,72.25,23.42
224,coahuayana,100,MX,1666412819,85,18.7333,-103.6833,75.34,4.81
225,merauke,58,ID,1666412819,65,-8.4667,140.3333,87.76,10.27
226,asfi,100,MA,1666412820,56,32.2994,-9.2372,71.92,4.32
227,maniitsoq,100,GL,1666412820,98,65.4167,-52.9,37.15,20.31
228,grootfontein,63,NA,1666412820,67,-19.5667,18.1167,62.17,2.3
229,vila velha,50,BR,1666412821,83,-20.3297,-40.2925,75.94,8.01
230,chivay,1,PE,1666412821,28,-15.6383,-71.6011,40.33,0.76
231,cortez,0,US,1666412822,56,37.3489,-108.5859,44.69,3.44
232,arlit,37,NE,1666412822,23,18.7369,7.3853,72.91,8.32
233,ipixuna,19,BR,1666412823,91,-1.7625,-48.8043,73.35,3.0
234,camocim,44,BR,1666412823,79,-2.9022,-40.8411,77.83,14.12
235,yokadouma,100,CM,1666412823,99,3.5167,15.05,66.58,0.74
236,evensk,50,RU,1666412824,73,61.95,159.2333,16.27,7.58
237,chai badan,94,TH,1666412824,69,15.2,101.1333,83.88,14.2
238,kallidaikurichchi,100,IN,1666412825,75,8.6667,77.4833,79.9,1.81
239,hastings,82,GB,1666412998,92,50.8552,0.5729,60.53,19.64
240,altagracia de orituco,30,VE,1666412825,96,9.8601,-66.3814,70.84,4.54
241,aklavik,94,CA,1666412826,93,68.2191,-135.0107,19.29,4.65
242,padang,89,ID,1666412598,67,-0.9492,100.3543,84.25,4.41
243,klaksvik,84,FO,1666412827,79,62.2266,-6.589,43.72,23.94
244,maryborough,100,AU,1666412827,94,-25.5333,152.7,69.12,8.68
245,preston,100,GB,1666412827,88,53.7667,-2.7167,57.69,10.78
246,khandyga,99,RU,1666412828,83,62.6667,135.6,12.76,1.23
247,tura,0,IN,1666412828,56,25.5198,90.2201,82.11,1.19
248,soe,51,ID,1666412829,38,-9.8607,124.284,88.29,7.14
249,elizabeth city,0,US,1666412805,90,36.2946,-76.2511,51.82,4.61
250,hambantota,40,LK,1666412829,74,6.1241,81.1185,86.34,8.05
251,yeppoon,47,AU,1666412830,74,-23.1333,150.7333,78.58,9.71
252,hanna,90,CA,1666412583,88,51.6334,-111.9018,33.85,1.01
253,portland,100,US,1666412322,94,45.5234,-122.6762,56.28,6.91
254,mandalgovi,0,MN,1666412831,30,45.7625,106.2708,44.11,17.9
255,concepcion del uruguay,1,AR,1666412831,88,-32.4825,-58.2372,63.99,4.0
256,sur,0,OM,1666412832,49,22.5667,59.5289,81.39,4.92
257,hofn,87,IS,1666412832,66,64.2539,-15.2082,37.56,5.84
258,mangrol,0,IN,1666412832,39,21.1167,70.1167,83.91,12.19
259,touros,25,BR,1666412533,79,-5.1989,-35.4608,77.5,14.7
260,bastos,63,BR,1666412833,87,-21.9219,-50.7339,67.73,5.59
261,namibe,88,AO,1666412833,87,-15.1961,12.1522,67.01,1.86
262,ozernovskiy,100,RU,1666412834,63,51.5,156.5167,42.17,18.84
263,hilo,100,US,1666412591,100,19.7297,-155.09,82.27,11.01
264,berlevag,100,NO,1666412835,75,70.8578,29.0864,39.2,23.02
265,johnstown,2,US,1666412596,58,40.3267,-78.922,48.45,4.14
266,rawson,0,AR,1666412835,51,-43.3002,-65.1023,49.26,23.8
267,swellendam,4,ZA,1666412836,83,-34.0226,20.4417,54.59,5.12
268,fairbanks,100,US,1666412836,94,64.8378,-147.7164,34.61,5.75
269,vila franca do campo,100,PT,1666412836,62,37.7167,-25.4333,63.01,20.62
270,fare,3,PF,1666412837,75,-16.7,-151.0167,79.45,12.3
271,dejen,15,ET,1666412837,70,10.1667,38.1333,50.9,3.4
272,hamilton,20,US,1666412731,52,39.1834,-84.5333,57.56,9.22
273,beringovskiy,44,RU,1666412838,72,63.05,179.3167,33.64,2.15
274,port keats,9,AU,1666412838,43,-14.25,129.55,94.1,12.68
275,coihaique,91,CL,1666412838,95,-45.5752,-72.0662,33.06,6.02
276,porto novo,34,BJ,1666412839,89,6.4965,2.6036,78.62,2.26
277,sorland,100,NO,1666412839,76,67.667,12.6934,44.46,20.22
278,saint-augustin,2,CA,1666412839,78,51.226,-58.6502,42.19,9.89
279,altamira,37,BR,1666412840,72,-3.2033,-52.2064,76.75,3.02
280,nioro,73,GM,1666412840,90,13.35,-15.75,75.94,4.47
281,jos,100,NG,1666412841,47,9.9167,8.9,61.9,4.18
282,sterling,0,US,1666412738,79,39.0062,-77.4286,52.16,0.0
283,kirakira,100,SB,1666412841,77,-10.4544,161.9205,82.02,5.01
284,pacific grove,100,US,1666412709,87,36.6177,-121.9166,59.02,5.99
285,mpulungu,87,ZM,1666412842,51,-8.7623,31.1141,74.32,6.85
286,kasongo-lunda,70,CD,1666412842,99,-6.4667,16.8167,68.38,0.47
287,paamiut,100,GL,1666412843,96,61.994,-49.6678,38.25,14.05
288,pitimbu,16,BR,1666412843,82,-7.4706,-34.8086,76.44,9.95
289,rodgau,100,DE,1666412844,93,50.0263,8.8859,58.68,7.85
290,koutiala,10,ML,1666412844,48,12.3917,-5.4642,76.98,6.31
291,gornyak,98,RU,1666412845,45,50.9942,81.4661,53.28,20.74
292,axim,99,GH,1666412845,88,4.8699,-2.2405,76.3,4.5
293,coquimbo,100,CL,1666412845,94,-29.9533,-71.3436,55.13,5.75
294,amarpur,2,IN,1666412846,55,25.0333,86.9,81.01,5.79
295,niono,8,ML,1666412846,23,14.2526,-5.993,80.1,5.73
296,iqaluit,100,CA,1666412846,93,63.7506,-68.5145,33.53,24.0
297,taltal,30,CL,1666412847,79,-25.4,-70.4833,57.65,1.61
298,saint pete beach,0,US,1666412847,65,27.7253,-82.7412,65.01,1.01
299,mahebourg,75,MU,1666412847,73,-20.4081,57.7,77.29,10.36
300,panguna,83,PG,1666412848,87,-6.3164,155.4848,75.79,3.56
301,bagojo,6,MX,1666412849,75,25.8667,-109.1167,77.77,4.45
302,kodinsk,98,RU,1666412849,78,58.6881,99.1844,38.19,5.75
303,ambon,20,ID,1666412849,66,-3.6954,128.1814,89.74,10.36
304,kadnikov,96,RU,1666412850,82,59.5022,40.338,28.35,2.48
305,hami,0,CN,1666412850,23,42.8,93.45,58.68,3.51
306,diban,80,SY,1666412850,75,35.0365,40.5167,65.82,2.17
307,shaunavon,100,CA,1666412851,77,49.6501,-108.4181,38.98,3.29
308,ternate,86,ID,1666412851,72,0.8,127.4,84.51,5.79
309,kruisfontein,99,ZA,1666412851,85,-34.0033,24.7314,60.75,0.56
310,caucaia,23,BR,1666412852,75,-3.7361,-38.6531,80.04,12.64
311,glendive,100,US,1666412852,93,47.1053,-104.7125,46.02,5.75
312,lipari,8,IT,1666412852,70,38.4674,14.954,64.27,2.39
313,ballater,100,GB,1666412853,96,57.0493,-3.0402,53.29,2.95
314,madera,0,US,1666412642,28,37.1666,-119.8343,75.29,4.68
315,saint-francois,0,FR,1666412853,88,46.4154,3.9054,58.44,4.61
316,kabinda,100,CD,1666412854,96,-6.1333,24.4833,66.97,2.95
317,broome,0,US,1666412854,70,42.2506,-75.833,47.19,4.43
318,rio gallegos,0,AR,1666412570,42,-51.6226,-69.2181,42.85,14.97
319,asilah,100,MA,1666412854,78,35.465,-6.0348,64.36,4.76
320,luanda,75,AO,1666412793,88,-8.8368,13.2343,75.2,9.22
321,zhezkazgan,40,KZ,1666412855,30,47.8043,67.7144,57.18,17.9
322,longyearbyen,75,SJ,1666412855,68,78.2186,15.6401,22.84,23.02
323,colares,12,PT,1666412721,100,38.7992,-9.4469,66.33,21.0
324,goure,91,NE,1666412856,20,13.9835,10.2704,75.56,9.62
325,jose bonifacio,99,BR,1666412856,81,-21.0528,-49.6883,70.77,5.66
326,faya,0,SA,1666412856,44,18.3851,42.4509,57.31,3.02
327,sydney mines,40,CA,1666412857,95,46.2367,-60.2177,50.18,3.44
328,salalah,0,OM,1666412857,65,17.0151,54.0924,80.69,3.44
329,chapais,100,CA,1666412717,73,49.7834,-74.8492,46.18,13.67
330,qena,0,EG,1666412857,50,26.1615,32.7183,69.49,6.44
331,mayo,0,US,1666412858,86,38.8876,-76.5119,53.13,0.0
332,kargasok,100,RU,1666412858,95,59.0556,80.8572,38.82,9.64
333,ayios ioannis,6,CY,1666412858,54,34.8959,33.0204,54.41,3.71
334,camana,43,PE,1666412859,83,-16.6228,-72.7111,62.02,8.34
335,san luis,54,AR,1666412859,79,-33.295,-66.3356,48.13,18.57
336,anadyr,100,RU,1666412859,93,64.75,177.4833,30.7,11.18
337,osakarovka,99,KZ,1666412860,40,50.565,72.5692,49.39,16.69
338,watsa,100,CD,1666412860,99,3.0372,29.5355,62.11,1.99
339,kuala terengganu,40,MY,1666412746,89,5.3302,103.1408,83.98,4.61
340,tabas,0,IR,1666412861,16,33.5959,56.9244,76.1,3.87
341,rundu,16,NA,1666412861,44,-17.9333,19.7667,69.17,2.28
342,rucheng,1,CN,1666412861,51,32.3883,120.5553,76.93,5.82
343,qingyuan,46,CN,1666412862,27,23.7,113.0333,93.18,9.33
344,sorkjosen,40,NO,1666412862,70,69.8,20.9333,41.0,0.0
345,te anau,8,NZ,1666412862,63,-45.4167,167.7167,61.36,5.21
346,bijie,97,CN,1666412863,64,27.3125,105.2942,62.64,3.71
347,ketchikan,40,US,1666412863,81,55.3422,-131.6461,43.27,0.0
348,siniscola,76,IT,1666412864,56,40.5719,9.6922,56.75,6.71
349,sao geraldo do araguaia,58,BR,1666412864,60,-6.4006,-48.555,80.15,3.8
350,yacopi,100,CO,1666412864,98,5.4595,-74.3382,60.12,2.66
